resp_pkts,service,orig_ip_bytes,local_resp,missed_bytes,proto,duration,conn_state,dest_ip_zeek,orig_pkts,community_id,resp_ip_bytes,dest_port_zeek,orig_bytes,local_orig,datetime,history,resp_bytes,uid,src_port_zeek,ts,src_ip_zeek,label_tactic
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:XVcr79HtH3vMCl1I9LmOYoduH9w=,0,53,102.0,False,2021-12-17 20:14:51.385,D,0.0,CcbrFh2BKHJLmTWspf,33646,1639793691.385121,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:ZFH87QXzePr+Vv8O17yegXvb/HI=,0,53,102.0,False,2021-12-18 09:22:21.884,D,0.0,CuZTN24lar5r0VJOR3,50990,1639840941.884887,143.88.255.10,none
0,dns,134,True,0,udp,1.811981201171875e-05,S0,10.0.10.1,2,1:iggvul+v0RUCEplYN/KPn9l/XmM=,0,53,78.0,False,2021-12-17 22:20:23.630,D,0.0,CXgHlg2br2UZdStqqg,42337,1639801223.630616,143.88.255.10,none
0,dns,158,True,0,udp,1.1205673217773438e-05,S0,10.0.10.1,2,1:/l7vhEtE+h4J3NPmcmvEq0wxLaU=,0,53,102.0,False,2021-12-18 05:21:52.632,D,0.0,CqWch03DYDNcMB3JCd,39296,1639826512.632753,143.88.255.10,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:C0D8/TuQmshlab1OdDUHm4X34Wk=,0,53,78.0,False,2021-12-17 15:04:47.634,D,0.0,CIeVxz7ekEmZgi5s,52727,1639775087.634407,143.88.255.10,none
0,dns,158,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:RjyHQg6USeoI7ettl+mwRQUsshE=,0,53,102.0,False,2021-12-18 18:07:42.383,D,0.0,CgwOMK2NgB2LkJFfCd,38438,1639872462.383602,143.88.255.10,none
0,dns,134,True,0,udp,1.6927719116210938e-05,S0,10.0.10.1,2,1:+TfcVV1pQboJCKbe7d5KQrzvX8I=,0,53,78.0,False,2021-12-18 23:27:20.883,D,0.0,CYvCWm24nPubeUGYN7,55219,1639891640.883651,143.88.255.10,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:p0aPzhMnfNSX60vv0E/NoSzamNU=,0,53,102.0,False,2021-12-17 19:38:33.382,D,0.0,CEkty21gCt0Uy6Upol,43652,1639791513.382158,143.88.255.10,none
0,dns,158,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:bgaIJi1AIFP/eh5czDUsaql5icQ=,0,53,102.0,False,2021-12-17 22:41:34.135,D,0.0,C9R8801lEFg3JC74a2,44072,1639802494.13503,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:JKeudG/g2LcpOFwH8EldDSwJYa8=,0,53,78.0,False,2021-12-17 18:16:22.630,D,0.0,CdJYYw4PA9tFcu6DAk,34067,1639786582.630564,143.88.255.10,none
0,dns,158,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:oeI717QDWsVYs1RB5n7pVjEzxiU=,0,53,102.0,False,2021-12-18 16:18:48.383,D,0.0,CF6mei3UVnkUNy8b88,46669,1639865928.383425,143.88.255.10,none
0,dns,134,True,0,udp,1.0013580322265625e-05,S0,10.0.10.1,2,1:zByEjAmJp4QV6qAPTjnK8LRNi1s=,0,53,78.0,False,2021-12-18 01:31:58.634,D,0.0,CBhktf4fC2r34SIVZj,41118,1639812718.634764,143.88.255.10,none
0,dns,134,True,0,udp,1.0013580322265625e-05,S0,10.0.10.1,2,1:1BCTL6vpi1Vsd5H13vsyPcyzpmY=,0,53,78.0,False,2021-12-17 12:36:34.135,D,0.0,CfH6fe1MtikzZ45OHd,43502,1639766194.135708,143.88.255.10,none
0,dns,134,True,0,udp,1.3828277587890625e-05,S0,10.0.10.1,2,1:2uCNbOfJgu7Cu2qcn3tmrj4RM8A=,0,53,78.0,False,2021-12-18 21:59:37.384,D,0.0,CrnkjrUnYnBwclWF6,33369,1639886377.384417,143.88.255.10,none
0,dns,158,True,0,udp,9.059906005859375e-06,S0,10.0.10.1,2,1:QRdMcmlW0dHw0aaYKd/dGrHMPf4=,0,53,102.0,False,2021-12-17 18:52:40.631,D,0.0,CShOUn3Q23LJM0wu68,52794,1639788760.631783,143.88.255.10,none
